T,TM,Tm,H,VV,V,VM,PM2.5
22.9,28.3,20.0,76.0,6.9,6.5,7.6,79.0
22.2,28.1,18.6,69.0,6.9,5.9,7.6,72.0
21.9,28.8,17.0,50.0,6.9,3.0,5.4,69.0
21.4,29.6,14.8,55.0,6.9,2.0,5.4,76.0
22.4,28.2,17.4,72.0,6.9,4.6,7.6,91.0
21.8,27.6,18.7,78.0,6.9,4.1,5.4,82.0
21.1,26.6,18.4,81.0,6.9,8.0,11.1,67.0
19.4,23.8,18.4,96.0,4.0,5.9,14.8,59.0
19.7,22.6,17.8,85.0,5.5,5.7,9.4,58.0
21.5,24.6,17.0,79.0,6.9,4.3,9.4,55.0
21.6,25.6,19.0,84.0,5.5,4.3,5.4,47.0
21.9,26.0,18.4,73.0,6.9,4.6,7.6,63.0
21.1,27.0,17.0,60.0,6.9,4.8,7.6,87.0
20.8,26.6,16.7,77.0,6.9,4.3,7.6,91.0
19.9,26.4,18.0,89.0,4.0,4.3,7.6,153.0
20.8,22.2,19.2,88.0,5.5,3.9,7.6,107.0
21.0,23.2,19.4,88.0,6.9,6.5,9.4,58.0
20.9,24.0,18.5,89.0,6.3,3.3,5.4,69.0
21.7,25.2,19.4,84.0,5.5,5.6,9.4,64.0
21.3,26.2,19.5,91.0,5.5,2.8,5.4,62.0
21.7,25.0,19.4,84.0,6.9,4.4,5.4,64.0
21.3,27.0,16.4,61.0,8.5,2.0,7.6,76.0
21.2,28.4,16.6,60.0,7.7,1.1,3.5,88.0
20.4,29.3,15.4,67.0,6.3,2.2,5.4,98.0
20.8,27.5,17.2,69.0,6.9,2.2,3.5,100.0
21.3,27.8,16.4,66.0,6.9,3.0,5.4,100.0
21.8,27.0,18.0,77.0,6.9,3.5,5.4,93.0
21.7,26.8,19.5,78.0,6.9,2.2,3.5,89.0
22.1,26.8,18.4,62.0,6.9,4.3,7.6,98.0
20.4,28.0,17.2,73.0,6.3,3.3,7.6,101.0
20.3,25.6,17.0,73.0,6.3,2.2,7.6,107.0
19.7,25.7,14.5,66.0,6.9,0.9,3.5,106.0
20.6,27.4,14.4,66.0,6.9,2.4,5.4,102.0
21.2,28.8,16.6,72.0,6.9,3.1,5.4,104.0
21.7,27.5,17.4,70.0,6.9,2.8,7.6,107.0
21.2,28.2,17.4,65.0,6.9,1.1,5.4,137.0
21.2,29.0,16.0,61.0,6.9,2.8,5.4,128.0
21.4,28.4,15.2,61.0,6.9,1.5,5.4,136.0
21.2,29.8,16.4,55.0,6.9,2.0,5.4,146.0
22.5,29.8,16.4,74.0,6.9,4.4,7.6,143.0
22.8,29.0,18.4,74.0,6.9,4.8,11.1,131.0
21.1,29.6,18.8,80.0,6.3,5.0,9.4,nan
23.2,28.0,20.6,87.0,6.3,5.7,11.1,69.0
23.4,28.4,20.5,81.0,6.3,6.5,11.1,70.0
23.4,28.3,20.1,78.0,6.3,7.4,11.1,71.0
23.5,27.7,20.0,76.0,6.3,8.5,14.8,80.0
23.1,28.3,19.8,77.0,6.9,10.7,14.8,83.0
23.5,28.4,19.6,74.0,6.9,8.1,11.1,85.0
23.7,28.7,19.9,76.0,5.5,8.1,11.1,88.0
23.2,28.0,20.0,77.0,6.3,6.9,9.4,88.0
23.6,27.5,19.6,72.0,6.9,8.9,16.5,88.0
23.5,28.2,20.0,79.0,6.9,6.7,11.1,109.8
23.3,29.3,21.0,82.0,5.5,7.0,9.4,89.0
22.8,27.6,20.4,85.0,4.8,7.8,14.8,88.0
23.9,28.8,20.5,80.0,6.9,6.7,9.4,89.0
24.3,29.4,20.9,78.0,6.9,5.7,9.4,90.0
24.9,30.3,20.8,77.0,6.3,5.6,7.6,90.0
25.5,30.7,21.7,74.0,6.3,5.2,7.6,88.0
23.9,30.7,21.8,79.0,5.5,6.3,9.4,99.0
24.0,28.2,20.8,78.0,4.8,6.1,9.4,101.0
22.8,28.2,20.4,83.0,4.8,4.1,7.6,104.0
23.2,27.0,20.0,81.0,6.3,5.0,7.6,100.0
23.6,27.4,20.3,75.0,7.4,8.1,14.8,97.0
23.2,28.0,20.0,76.0,6.3,5.6,9.4,97.0
22.8,28.0,20.7,82.0,6.3,5.9,11.1,110.0
22.9,26.5,20.3,82.0,6.3,4.8,11.1,121.0
23.6,27.0,20.7,79.0,6.9,8.0,9.4,110.0
23.6,28.4,20.4,77.0,6.9,6.7,11.1,97.0
24.1,28.8,20.5,76.0,5.5,4.8,9.4,90.0
22.4,28.6,19.6,86.0,5.5,2.2,3.5,84.0
22.8,27.7,19.2,85.0,6.3,2.8,3.5,80.0
23.6,27.1,20.5,82.0,6.3,3.1,5.4,84.0
24.5,29.0,20.3,77.0,7.7,5.0,9.4,90.0
24.1,29.1,20.7,78.0,6.3,3.9,7.6,90.0
24.1,29.6,21.0,79.0,6.9,5.0,7.6,194.0
22.7,30.4,20.5,89.0,6.3,5.6,9.4,168.0
22.4,28.4,20.0,85.0,6.3,7.0,11.1,350.0
21.7,25.8,19.2,87.0,5.5,5.7,9.4,169.0
22.4,25.6,19.7,82.0,5.5,8.3,16.5,77.0
23.9,27.6,19.7,74.0,6.9,6.3,9.4,73.0
23.6,29.3,20.9,79.0,5.8,4.6,5.4,85.0
22.6,29.4,20.4,87.0,6.3,4.3,7.6,67.0
22.5,26.7,19.5,85.0,5.5,6.1,7.6,66.0
22.3,26.2,20.4,85.0,4.8,9.1,14.8,68.0
22.1,26.6,20.2,87.0,4.8,8.7,11.1,58.0
22.6,27.2,20.2,82.0,6.9,7.2,11.1,49.0
22.2,27.0,20.0,84.0,6.9,9.6,14.8,60.0
23.1,27.0,20.5,82.0,6.3,7.2,9.4,64.0
24.0,27.8,20.0,76.0,6.9,6.3,7.6,70.0
24.1,29.1,20.2,75.0,6.9,7.8,9.4,112.0
23.7,28.4,20.5,80.0,6.9,8.0,11.1,81.6
23.6,28.5,20.7,81.0,6.9,9.3,11.1,81.6
23.7,28.0,20.9,80.0,6.3,8.7,14.8,81.6
24.1,28.2,21.0,78.0,6.9,7.4,14.8,71.0
23.8,28.2,20.5,80.0,6.3,7.8,14.8,91.0
24.7,29.0,20.8,75.0,6.3,4.6,7.6,90.0
25.0,30.0,21.1,72.0,6.9,3.1,5.4,105.0
26.0,30.9,21.0,68.0,6.9,4.1,7.6,91.0
25.7,30.8,20.6,70.0,6.9,2.4,5.4,95.0
22.4,31.3,19.8,92.0,5.5,0.9,3.5,108.0
23.5,29.0,20.3,84.0,6.9,2.8,7.6,92.0
23.9,29.7,20.6,79.0,6.3,6.3,9.4,76.0
23.8,28.0,20.6,76.0,6.9,6.5,7.6,80.0
24.0,28.2,20.7,80.0,6.9,4.8,9.4,83.0
24.2,28.8,20.8,79.0,6.9,6.3,9.4,112.0
23.1,29.2,20.1,83.0,6.9,5.4,7.6,80.0
22.7,27.0,20.2,80.0,6.9,8.1,11.1,69.0
22.3,27.0,19.8,84.0,5.5,8.1,11.1,76.0
23.4,26.8,19.4,78.0,6.9,8.3,14.8,91.0
24.0,28.0,20.4,79.0,6.9,5.0,9.4,95.0
24.6,29.8,21.7,81.0,6.9,6.3,7.6,129.0
24.2,30.8,21.0,82.0,6.3,3.9,9.4,105.0
23.7,30.0,20.8,86.0,5.5,2.8,7.6,77.0
24.8,29.7,20.2,77.0,6.9,2.4,5.4,88.0
23.3,30.6,21.0,83.0,6.9,3.1,5.4,113.0
22.6,28.0,20.1,92.0,4.8,3.1,7.6,105.0
24.9,29.6,21.0,78.0,6.9,3.0,7.6,101.8
22.8,30.6,21.4,91.0,5.5,3.5,7.6,101.8
22.1,27.1,20.8,94.0,4.8,3.1,5.4,101.8
22.5,25.8,21.1,90.0,6.3,4.8,7.6,101.8
22.8,27.0,20.8,91.0,5.5,1.3,3.5,88.0
22.0,27.5,20.2,92.0,5.5,2.8,3.5,68.0
22.8,27.8,19.7,87.0,6.9,4.1,7.6,70.0
24.2,28.0,20.4,83.0,6.9,3.0,7.6,63.0
23.6,29.0,21.5,87.0,5.5,2.8,3.5,84.0
23.8,28.3,21.0,88.0,4.8,2.8,3.5,107.0
22.7,28.9,20.6,88.0,4.0,3.1,7.6,84.0
22.9,26.4,20.8,87.0,4.8,4.1,7.6,93.0
23.8,27.6,20.5,81.0,6.9,1.5,5.4,122.0
24.7,28.8,21.8,76.0,6.3,1.3,3.5,133.0
25.5,29.3,20.9,73.0,6.9,3.0,7.6,130.0
25.1,30.7,20.6,76.0,7.7,2.8,7.6,104.0
24.1,31.6,20.4,80.0,6.3,2.8,3.5,128.0
24.3,30.1,19.2,74.0,7.4,2.0,3.5,76.0
23.9,29.4,20.9,75.0,6.3,3.3,7.6,98.0
23.5,28.1,20.4,74.0,6.9,3.5,5.4,121.0
22.3,28.4,19.6,76.0,6.1,2.0,3.5,140.0
23.4,27.4,18.5,70.0,7.4,1.9,5.4,143.0
22.7,28.2,20.2,85.0,5.5,4.8,7.6,128.0
23.2,27.0,20.8,84.0,6.9,4.6,7.6,76.0
23.2,28.0,20.3,82.0,5.5,4.8,9.4,75.0
22.9,27.8,20.8,84.0,6.9,6.9,11.1,65.0
22.1,27.6,20.6,86.0,4.0,7.4,11.1,65.0
22.3,26.8,20.2,85.0,5.3,3.9,5.4,130.0
22.8,27.0,20.0,85.0,6.8,2.8,3.5,135.0
21.7,28.4,19.2,92.0,5.5,3.3,5.4,130.0
22.8,26.6,20.0,80.0,6.6,4.1,5.4,93.0
21.6,27.4,19.4,86.0,7.1,3.1,11.1,143.0
20.5,24.5,19.0,91.0,4.0,1.9,3.5,160.0
21.4,25.6,18.2,72.0,6.9,3.9,7.6,116.0
20.7,26.6,19.0,77.0,5.5,4.3,5.4,100.0
18.4,24.0,17.4,96.0,4.0,6.7,11.1,115.0
20.4,21.2,16.8,98.0,3.2,2.4,5.4,344.0
21.8,23.6,20.1,95.0,3.7,2.2,3.5,625.0
22.4,24.6,20.8,93.0,4.8,2.6,7.6,552.0
22.8,26.2,20.7,90.0,6.3,1.3,3.5,286.0
22.8,26.4,20.4,89.0,4.8,2.2,18.3,100.0
22.5,27.6,19.8,89.0,6.3,2.8,10.7,107.0
20.6,27.2,20.0,97.0,4.0,3.5,5.4,107.0
21.1,22.0,19.8,98.0,4.0,2.4,5.4,107.0
21.1,22.6,20.1,95.0,3.5,2.2,48.2,105.0
22.5,25.4,19.3,89.0,6.3,0.4,3.5,102.0
22.8,26.5,20.5,88.0,5.5,3.0,5.4,102.0
24.2,28.4,20.1,79.0,6.9,1.5,5.4,102.0
22.8,29.8,20.1,85.0,5.5,3.5,5.4,102.0
23.0,27.0,19.4,75.0,5.5,3.9,7.6,102.0
21.8,27.0,19.1,81.0,4.8,4.6,7.6,102.0
21.2,24.9,19.5,86.0,4.0,5.0,5.4,102.0
21.0,23.4,19.8,91.0,4.0,2.8,5.4,102.0
21.1,22.6,19.5,92.0,4.8,4.8,7.6,102.0
22.4,25.8,19.4,85.0,6.3,4.8,11.1,102.0
21.7,26.4,20.0,87.0,4.8,4.1,9.4,102.0
22.1,25.4,19.5,86.0,4.0,3.3,5.4,102.0
23.2,27.4,20.0,81.0,5.5,1.5,5.4,102.0
23.9,28.2,21.0,77.0,5.5,1.5,5.4,102.0
23.4,28.4,19.8,78.0,5.8,2.4,7.6,102.0
23.2,29.2,19.3,78.0,5.5,2.4,5.4,102.0
22.6,28.2,19.8,74.0,5.8,2.0,5.4,254.0
23.0,28.4,18.6,72.0,6.9,5.6,11.1,591.0
22.6,28.2,20.2,82.0,5.5,5.2,7.6,447.0
22.7,27.2,18.6,70.0,6.9,6.1,7.6,117.0
21.6,28.4,19.2,81.0,6.9,5.9,9.4,397.0
21.4,24.0,18.6,83.0,5.8,5.7,11.1,108.0
20.4,26.0,19.0,89.0,4.0,6.5,11.1,106.0
21.2,24.4,18.3,82.0,4.8,8.1,11.1,235.0
20.6,24.4,18.8,84.0,5.5,7.0,11.1,116.0
21.5,26.4,17.2,69.0,6.0,3.9,11.1,112.0
21.6,27.6,16.8,64.0,6.8,4.6,7.6,103.0
21.0,28.6,16.5,68.0,6.0,3.9,5.4,304.0
20.0,27.0,15.6,58.0,6.8,5.9,11.1,487.0
20.7,26.8,14.8,62.0,7.1,6.7,11.1,153.0
19.8,27.2,15.8,69.0,5.5,1.5,5.4,96.0
20.7,27.4,14.2,63.0,6.0,2.2,7.6,204.5
21.3,28.2,16.0,60.0,6.3,2.6,7.6,204.5
21.0,28.2,14.3,53.0,6.0,2.2,9.4,120.0
21.8,30.0,14.7,52.0,6.0,3.0,9.4,548.0
22.2,30.2,15.1,54.0,6.3,3.9,7.6,266.0
21.2,30.2,16.6,64.0,6.3,6.1,11.1,204.5
21.2,28.4,16.3,70.0,6.3,6.5,9.4,204.5
21.3,27.4,15.6,67.0,6.3,6.5,11.1,204.5
21.3,27.6,15.7,70.0,6.3,9.3,18.3,59.0
20.3,26.5,18.8,83.0,4.8,7.8,11.1,85.0
23.7,30.8,20.5,81.0,4.8,7.2,9.4,105.0
23.2,27.9,21.1,83.0,4.8,5.9,7.6,105.0
23.1,26.7,20.9,82.0,4.8,6.7,9.4,105.0
22.8,26.7,20.0,82.0,5.5,7.4,11.1,105.0
24.1,28.5,20.2,72.0,6.9,7.4,9.4,105.0
23.9,28.5,21.2,77.0,6.9,4.6,7.6,105.0
24.1,29.5,20.8,82.0,5.5,2.4,5.4,105.0
25.1,30.2,20.9,79.0,6.3,1.5,3.5,105.0
25.7,30.7,21.4,74.0,6.9,4.3,7.6,105.0
25.3,30.7,20.3,73.0,7.4,2.2,5.4,105.0
23.5,31.5,20.5,92.0,5.5,1.9,5.4,105.0
24.2,30.5,20.3,83.0,6.3,3.1,5.4,105.0
22.6,30.5,20.1,89.0,5.5,1.3,3.5,105.0
22.4,28.1,19.7,90.0,5.5,2.2,5.4,105.0
21.7,27.5,20.2,95.0,4.8,4.6,9.4,105.0
21.4,24.3,20.0,90.0,4.0,10.2,14.8,105.0
21.8,24.3,19.8,88.0,4.0,9.4,11.1,105.0
21.9,24.6,20.2,91.0,4.0,10.9,14.8,105.0
21.9,24.6,20.2,87.0,4.0,9.1,14.8,105.0
22.1,26.1,19.8,83.0,6.3,9.4,11.1,105.0
22.9,26.9,19.6,77.0,8.0,10.2,14.8,105.0
22.8,27.5,19.7,79.0,6.9,9.8,14.8,105.0
23.3,27.5,20.1,76.0,6.3,9.1,14.8,105.0
23.4,27.6,19.8,74.0,5.5,9.8,11.1,105.0
23.1,27.6,19.6,78.0,6.3,7.8,11.1,105.0
23.8,28.0,20.1,76.0,6.9,4.3,9.4,105.0
24.8,30.0,20.5,71.0,6.9,2.8,5.4,105.0
25.2,30.0,21.1,71.0,6.9,3.3,5.4,105.0
23.9,30.0,21.1,75.0,5.5,5.0,7.6,105.0
23.1,29.1,20.5,80.0,6.4,7.0,9.4,105.0
23.1,29.1,21.2,85.0,6.3,5.2,7.6,105.0
22.8,28.5,20.7,85.0,6.3,7.8,14.8,105.0
23.8,28.7,20.8,79.0,6.3,6.9,9.4,105.0
22.7,28.7,20.4,85.0,5.5,6.3,7.6,105.0
23.2,28.0,20.1,83.0,6.3,3.9,5.4,105.0
22.8,28.0,20.3,89.0,6.3,3.1,5.4,105.0
22.9,27.9,19.3,84.0,5.5,4.3,5.4,105.0
23.7,28.4,19.2,80.0,6.3,3.9,5.4,105.0
22.6,28.4,20.8,92.0,5.3,0.4,3.5,105.0
24.1,28.8,20.2,81.0,6.9,2.8,5.4,105.0
23.1,28.8,20.0,86.0,6.3,2.0,5.4,105.0
23.1,28.4,21.0,84.0,5.8,1.1,3.5,105.0
23.5,28.4,20.0,82.0,6.9,0.7,3.5,105.0
25.1,30.0,21.0,79.0,7.4,1.5,3.5,105.0
23.8,30.0,20.4,84.0,6.3,2.6,9.4,105.0
23.7,31.0,19.5,82.0,6.3,1.1,3.5,105.0
23.4,31.0,20.1,85.0,6.3,2.2,7.6,105.0
22.4,29.5,20.7,88.0,5.5,6.5,9.4,105.0
22.0,26.0,19.9,90.0,4.0,7.0,9.4,105.0
23.3,27.5,20.3,83.0,5.8,8.7,14.8,105.0
22.7,27.5,20.8,85.0,5.8,11.5,14.8,105.0
22.8,26.8,20.5,83.0,6.9,10.0,14.8,105.0
22.9,28.3,20.0,78.0,6.3,12.0,14.8,105.0
22.7,28.3,19.6,84.0,6.9,8.3,14.8,105.0
22.8,27.8,20.0,84.0,5.8,8.0,11.1,105.0
23.3,27.8,19.8,77.0,6.9,7.2,11.1,105.0
23.9,28.0,20.0,78.0,6.9,5.9,11.1,105.0
24.3,28.5,20.3,76.0,6.9,5.4,7.6,105.0
24.4,29.5,20.6,74.0,6.3,5.4,7.6,105.0
23.9,29.3,20.5,73.0,6.6,6.9,9.4,105.0
23.2,28.2,19.1,71.0,6.9,6.9,11.1,105.0
23.2,28.0,19.6,78.0,6.9,5.0,7.6,105.0
24.0,28.9,19.1,69.0,6.9,6.3,9.4,105.0
23.8,28.9,19.7,68.0,6.9,6.3,7.6,105.0
23.6,28.9,20.4,74.0,6.9,5.2,7.6,105.0
24.3,29.4,19.6,72.0,6.9,4.1,7.6,105.0
22.6,29.4,21.0,87.0,5.5,2.4,5.4,105.0
24.2,27.7,20.6,75.0,6.9,4.4,7.6,105.0
23.7,27.7,21.1,78.0,6.9,4.8,7.6,105.0
23.5,27.6,20.4,72.0,6.9,4.8,9.4,105.0
21.8,27.2,19.8,84.0,5.5,5.6,9.4,105.0
20.9,25.4,18.7,92.0,5.5,5.2,7.6,101.3
22.7,26.2,18.2,82.0,6.9,6.5,9.4,101.3
22.5,26.5,20.2,85.0,5.5,4.6,7.6,101.3
23.1,27.5,20.5,82.0,6.6,5.7,9.4,101.3
24.1,27.7,20.4,77.0,8.0,3.9,5.4,101.3
23.4,25.4,21.0,76.0,6.4,6.3,7.6,101.3
23.8,27.0,19.3,73.0,7.6,4.8,7.6,101.3
23.2,27.5,20.0,76.0,6.9,3.7,7.6,101.3
22.9,28.0,21.2,86.0,5.8,2.0,3.5,101.3
23.6,26.8,20.8,83.0,6.9,1.5,5.4,101.3
23.7,28.3,21.5,84.0,5.5,3.0,7.6,94.0
23.9,27.7,21.4,82.0,6.3,2.0,9.4,82.0
24.0,29.0,20.6,84.0,5.5,0.4,3.5,76.0
22.5,29.0,20.1,91.0,4.8,1.3,3.5,78.0
23.1,27.4,19.8,87.0,5.5,3.3,9.4,79.0
22.5,26.9,20.1,92.0,6.3,0.4,3.5,65.0
24.2,26.2,22.0,81.0,6.4,1.5,63.0,101.3
23.1,28.5,20.6,84.0,5.8,2.2,5.4,101.3
23.1,29.0,19.4,82.0,6.3,1.1,5.4,101.3
23.4,30.0,19.4,82.0,5.8,1.5,5.4,101.3
23.8,28.8,20.1,77.0,7.4,3.1,9.4,101.3
23.2,28.0,19.4,73.0,6.9,2.0,5.4,101.3
22.3,27.9,18.1,63.0,6.9,2.0,9.4,101.3
21.7,28.4,16.8,55.0,6.9,4.6,9.4,116.0
22.0,28.0,15.4,54.0,6.9,1.1,5.4,123.0
22.7,29.0,16.3,54.0,6.9,0.4,3.5,136.0
22.7,29.5,15.5,59.0,6.9,2.0,7.6,129.0
22.7,29.7,18.7,71.0,6.9,4.1,7.6,129.0
22.0,27.7,19.2,84.0,4.8,5.7,7.6,120.0
22.6,26.9,18.7,79.0,6.9,3.0,5.4,93.0
23.3,28.2,19.0,63.0,6.3,4.6,5.4,98.0
21.6,29.3,19.6,85.0,5.8,2.6,5.4,76.0
20.9,26.5,18.8,90.0,5.5,6.3,7.6,72.0
21.3,24.0,19.6,90.0,5.8,4.4,7.6,87.0
22.4,26.0,20.1,85.0,6.9,5.7,9.4,81.0
23.1,27.0,19.4,75.0,6.6,6.7,11.1,83.0
22.2,27.5,19.1,81.0,5.5,5.4,7.6,88.0
22.5,27.8,18.5,65.0,6.3,3.9,5.4,107.0
23.3,29.0,17.9,63.0,6.3,3.1,5.4,87.1
22.5,29.0,18.5,61.0,6.9,3.1,5.4,87.1
22.7,27.8,18.1,68.0,5.8,5.0,9.4,87.1
20.6,28.4,19.6,83.0,3.7,5.7,7.6,87.1
20.6,22.2,19.5,94.0,3.7,7.2,9.4,87.1
21.2,22.8,19.4,89.0,5.5,5.2,9.4,87.1
22.3,26.6,19.0,79.0,6.6,4.6,5.4,87.1
22.7,28.2,18.8,77.0,6.3,3.0,5.4,87.1
22.8,27.6,19.0,73.0,6.3,4.8,9.4,44.0
21.2,28.4,16.8,60.0,6.0,3.7,9.4,87.1
21.7,28.4,15.6,52.0,7.4,2.6,7.6,87.1
20.8,27.8,15.8,58.0,6.3,3.1,7.6,87.1
19.4,27.0,15.4,66.0,6.6,3.9,7.6,87.1
21.6,26.6,13.9,55.0,6.9,2.8,9.4,87.1
21.4,27.2,19.0,85.0,4.0,3.1,3.5,87.1
21.9,24.8,20.3,89.0,5.5,2.4,5.4,87.1
21.2,25.6,20.4,96.0,4.8,2.6,7.6,87.1
22.4,27.0,18.6,80.0,5.5,3.7,7.6,87.1
22.9,27.3,18.8,76.0,6.3,3.1,5.4,87.1
23.6,28.2,20.0,74.0,5.8,3.1,5.4,87.1
23.3,28.0,20.2,77.0,6.3,3.1,5.4,87.1
22.5,28.3,19.4,70.0,6.9,3.0,7.6,87.1
21.6,27.8,17.0,67.0,6.9,2.2,3.5,146.0
21.3,28.1,17.8,86.0,5.5,3.9,9.4,150.0
22.9,27.4,19.8,78.0,5.5,4.4,7.6,176.0
23.2,28.5,19.4,75.0,6.9,6.3,9.4,154.0
22.9,29.0,19.5,73.0,6.3,6.1,9.4,117.0
22.6,28.5,18.6,76.0,6.9,3.5,7.6,121.0
22.3,27.4,19.4,74.0,6.3,3.9,7.6,121.0
21.3,27.4,17.8,54.0,6.3,4.3,7.6,121.0
21.3,27.6,17.3,53.0,6.3,5.6,7.6,121.0
19.0,26.0,17.6,71.0,6.3,8.3,14.8,121.0
18.7,21.8,16.8,95.0,4.0,10.2,14.8,121.0
19.9,20.8,17.8,95.0,4.8,4.4,11.1,121.0
21.2,22.8,19.0,93.0,5.8,5.4,7.6,100.0
20.9,24.0,19.4,91.0,4.8,6.5,11.1,99.0
21.2,25.4,18.6,86.0,6.9,4.4,11.1,91.0
20.7,26.6,16.4,60.0,6.9,3.1,7.6,145.0
21.9,27.6,15.0,51.0,7.4,4.8,11.1,175.0
22.0,29.0,15.6,67.0,6.9,5.6,11.1,174.0
21.9,28.4,18.4,72.0,6.9,7.0,11.1,176.0
20.7,26.5,17.6,67.0,6.3,8.0,11.1,176.0
21.4,26.2,16.6,75.0,6.6,5.2,9.4,105.0
21.2,28.4,16.8,60.0,6.9,5.6,9.4,88.0
20.8,27.7,14.4,54.0,6.9,5.0,9.4,101.0
20.8,29.2,14.0,66.0,6.3,6.1,9.4,112.0
21.2,29.0,18.4,87.0,4.0,7.8,9.4,68.0
21.9,24.6,19.8,85.0,6.3,8.5,11.1,54.0
21.2,25.4,19.8,88.0,4.0,9.4,11.1,108.0
22.7,27.0,19.1,75.0,6.3,8.1,11.1,97.0
22.3,28.2,18.0,62.0,6.3,6.1,11.1,108.0
21.7,28.5,16.2,62.0,6.3,3.9,14.8,115.0
22.3,28.4,16.5,57.0,6.3,6.3,11.1,105.0
24.2,28.0,20.7,70.0,6.9,14.3,18.3,52.6
23.8,28.7,21.5,76.0,6.9,14.8,18.3,52.6
22.9,28.4,21.0,83.0,4.0,14.3,22.2,52.6
22.5,26.7,20.2,86.0,6.3,11.9,18.3,52.6
21.2,26.6,19.9,95.0,5.8,9.6,11.1,52.6
21.6,24.9,20.2,91.0,4.0,7.2,11.1,52.6
21.1,24.5,19.4,94.0,4.0,6.7,11.1,52.6
23.4,29.2,18.8,75.0,5.5,8.7,11.1,57.0
23.2,26.8,19.2,81.0,6.3,7.8,11.1,45.0
22.7,28.4,20.1,81.0,4.8,8.5,14.8,49.0
24.2,28.4,19.8,74.0,6.3,9.3,14.8,50.0
24.5,29.2,20.8,74.0,6.9,10.7,14.8,46.0
24.1,29.3,20.8,78.0,6.3,11.1,14.8,64.3
24.0,28.2,18.5,72.0,6.9,11.3,14.8,52.0
24.0,28.3,20.2,71.0,6.3,9.8,11.1,64.3
24.4,29.2,20.2,71.0,6.9,10.9,14.8,64.3
24.4,30.1,20.4,74.0,6.9,11.9,14.8,64.3
24.2,29.0,21.2,80.0,6.9,7.6,14.8,64.3
24.3,29.8,20.6,71.0,7.4,10.0,14.8,64.3
24.2,29.6,20.5,74.0,5.5,5.9,11.1,64.3
25.2,29.0,20.8,71.0,6.9,6.3,7.6,64.3
25.4,30.4,21.8,73.0,6.3,5.0,7.6,64.3
25.6,30.0,22.0,70.0,6.3,5.6,7.6,64.3
26.1,30.4,22.3,67.0,7.4,5.9,48.2,64.3
25.2,31.3,21.0,69.0,6.9,6.5,7.6,64.3
25.4,30.4,20.0,67.0,6.3,5.4,5.4,64.3
25.9,30.0,21.0,59.0,6.3,7.6,11.1,64.3
26.3,31.0,21.0,61.0,6.9,6.7,11.1,64.3
25.7,31.8,21.8,65.0,6.3,10.7,14.8,64.3
24.6,31.0,21.2,69.0,6.3,9.6,11.1,64.3
23.1,29.5,21.0,81.0,5.5,9.8,14.8,64.3
24.6,29.0,20.2,74.0,6.3,7.8,11.1,64.3
25.3,30.0,20.9,68.0,6.9,6.3,7.6,64.3
26.0,30.8,21.8,69.0,6.9,5.9,9.4,64.3
26.1,31.0,22.0,63.0,6.9,6.1,9.4,67.0
24.9,31.6,21.6,67.0,5.8,7.8,9.4,66.0
26.1,31.0,20.6,60.0,6.9,5.9,9.4,106.0
26.2,32.2,21.8,67.0,6.3,5.9,7.6,61.0
26.1,31.8,22.2,64.0,6.0,6.1,7.6,49.0
27.2,31.8,21.9,57.0,6.9,6.3,7.6,57.0
26.1,32.6,22.6,63.0,6.9,7.0,9.4,62.0
27.0,31.8,21.9,58.0,6.3,6.5,7.6,56.0
25.1,32.5,20.5,72.0,5.5,5.0,7.6,67.0
24.8,31.0,20.2,78.0,6.9,4.1,9.4,62.0
24.8,29.5,22.2,78.0,5.5,5.9,9.4,52.8
24.3,29.6,21.4,74.0,6.3,6.9,11.1,52.8
22.6,28.1,21.0,77.0,4.8,9.6,18.3,52.8
22.7,26.4,20.6,83.0,5.5,6.9,11.1,52.8
23.3,27.4,20.4,81.0,5.5,8.5,16.5,52.8
24.1,29.0,21.3,75.0,6.3,10.0,14.8,52.8
24.0,29.0,21.0,73.0,6.9,10.0,14.8,52.8
25.1,29.0,20.8,67.0,6.3,9.6,11.1,52.8
24.5,30.5,21.2,71.0,6.9,9.6,11.1,52.8
24.1,29.5,21.2,77.0,6.9,8.0,11.1,52.8
24.7,29.0,20.8,72.0,6.3,8.7,14.8,52.8
23.7,30.3,20.4,79.0,6.9,7.6,11.1,58.0
23.3,29.3,20.0,81.0,6.9,9.3,14.8,52.0
23.8,27.7,20.8,82.0,6.9,9.8,14.8,50.0
23.8,27.8,21.2,79.0,6.3,7.0,11.1,50.0
24.5,28.8,21.3,79.0,6.3,6.5,9.4,40.0
23.5,29.5,20.5,84.0,5.5,8.5,14.8,37.0
25.9,29.6,21.0,69.0,7.6,8.3,9.4,52.0
23.9,30.0,20.8,82.0,5.5,5.9,7.6,59.0
23.8,30.0,20.8,82.0,5.5,6.1,7.6,63.0
24.7,30.0,20.6,79.0,6.3,5.9,9.4,65.0
25.4,30.0,21.4,78.0,5.5,6.7,7.6,58.0
24.6,28.4,21.6,81.0,4.8,7.2,9.4,51.0
23.1,30.0,21.3,86.0,5.3,6.7,11.1,39.0
24.1,27.4,21.2,74.0,6.9,6.9,9.4,63.0
23.0,27.4,20.4,83.0,6.9,6.9,9.4,50.0
23.9,26.4,21.2,75.0,8.0,7.2,9.4,47.0
23.3,27.0,21.0,81.0,5.5,8.9,11.1,53.0
